candidate_id,condition,prompt_category,experiment_prompt_category,template_id,template_number,prompt_id,payload_id,payload_class,model_id,presentation_scope,protocol_variant,topic_schedule,source_work_id,source_trial_id,source_file,source_row,source_record_sha256,text_sha256,language,license_status,safety_screen_status,candidate_replicate,target_model_assignment
C013e202ce5129a8bdd78bc4b,rankcloak_segmented_forced_span,personal_narrative_blog,personal_narrative_blog,personal_narrative_blog_template_2,2,narrative_local_walk,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,forced_span,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__cd56a196e015d4a0206b,revision_v1_primary_v2_payload_fidelity_v2__cd56a196e015d4a0206b,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,891,28ea1936b9694c2021f87f4241a6488df4a57fc3bf537e5f1ab4a840e74c77b7,5e62ed349be752ae91c1c6627d302565febabadbed591d6cba34b9b187b0d36e,en,experiment_generated_internal,not_manually_reviewed,1,llama3_8b_instruct_q4_k_m
C01438c76141d34788316000e,rankcloak_ascii_b16,casual_conversation,casual_conversation,casual_conversation_template_1,1,casual_weekend_chat,revision_v1_sha256_hex_018,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_ascii_b16,None,revision_v1_primary_v2_payload_fidelity_v2__03d136f69363d016d306,revision_v1_primary_v2_payload_fidelity_v2__03d136f69363d016d306,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,257,5192c7b2d2345ec8feb8291722dcd1c0d468fa771a4fa1e90a9f9bd05f79b98e,dda64c5dfea5c0653497a5348d5eceac9acdf8e08707ace7f4f229702f4320ba,en,experiment_generated_internal,not_manually_reviewed,2,llama3_8b_instruct_q4_k_m
C01fba0edfb05ef013c82ef06,rankcloak_hex_nibble,procedural_instructions,recipe_procedure,procedural_instructions_template_1,1,procedure_simple_meal,revision_v1_nonce_96_bit_hex_035,nonce_96_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__f361e9ab7c4cbf272a5a,revision_v1_primary_v2_payload_fidelity_v2__f361e9ab7c4cbf272a5a,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,2177,e08cea9dcd39519bcd39248f8eaef711246f18d8a54381c33d9769b44a7681e6,c62d203f844b2d264e3ddb560589775bb336e4eba3664f4ef64e7726ec9aa473,en,experiment_generated_internal,not_manually_reviewed,2,mistral_7b_instruct_v0_3_q4_k_m
C02211d4bdaf7a7e60ccf6e0b,ordinary_llm_control,casual_conversation,casual_conversation,casual_conversation_template_3,3,casual_neighborhood_chat,revision_v1_token_128_bit_hex_019,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__32060ac78302d61ad81b,revision_v1_primary_v2_payload_fidelity_v2__084f8c0642912f6ae394,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,2788,514d2fdad1450dca845f13853dbe7d993911633ccf27dd0ef9560745618b97cb,7757d15cf55ea18703f5177d7d2fd121979c78e067cca7649a42e7a3bdcaa49a,en,experiment_generated_internal,not_manually_reviewed,1,mistral_7b_instruct_v0_3_q4_k_m
C02b62bbbca7b8d88f909df60,direct_subword_calgacus,professional_communication,professional_communication,professional_communication_template_2,2,professional_schedule_note,revision_v1_sha256_hex_035,sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__dabb12388f080e128a39,revision_v1_primary_v2_payload_fidelity_v2__dabb12388f080e128a39,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,491,65b7f886b438f6f9b9005fd09d8edcf91f1799613d093d8e8d01dd99397abbc6,7c5f1d8199b9a0c9f77dd0233387e988cd4b1f4021c190e503a8513ad6ea6307,en,experiment_generated_internal,not_manually_reviewed,1,mistral_7b_instruct_v0_3_q4_k_m
C02ca1d5aa8fb1e8197d6777f,rankcloak_hex_nibble,casual_conversation,casual_conversation,casual_conversation_template_1,1,casual_weekend_chat,revision_v1_token_128_bit_hex_039,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__5396ff60990a126de83d,revision_v1_primary_v2_payload_fidelity_v2__5396ff60990a126de83d,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,3073,8018e6ff3da60104dd44912a3d41ae84ae802fdfa51ead57af48a98190881194,0ddc64fc803050227268ecd1a1825ec9b70f1d8684725a6f0ff0c25823cbbea4,en,experiment_generated_internal,not_manually_reviewed,1,llama3_8b_instruct_q4_k_m
C02d40ab132eb711129c76f87,ordinary_llm_control,casual_conversation,casual_conversation,casual_conversation_template_1,1,casual_weekend_chat,revision_v1_nonce_96_bit_hex_014,nonce_96_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__7a23ccfd143d3b3b2f1b,revision_v1_primary_v2_payload_fidelity_v2__5cb9b4336f971271f1d1,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,1886,0901b3ef8f7f3d28aeb21cf3266c608d0746baa8197e5e48ebf4e4342c59d1e4,e2296cc46ef58c1fe54f8dc213b4970ef9a059e40ad77c64891ff4022229b412,en,experiment_generated_internal,not_manually_reviewed,2,mistral_7b_instruct_v0_3_q4_k_m
C03120e220fd52fa8f1b74816,rankcloak_hex_nibble,professional_communication,professional_communication,professional_communication_template_3,3,professional_process_email,revision_v1_hmac_sha256_hex_059,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__090013c6ef758686aa0d,revision_v1_primary_v2_payload_fidelity_v2__090013c6ef758686aa0d,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,1673,c8339a7a57320bcfb7da59b8f6efb47a36c0e68bb684f28b3ef4d6fcc97912dc,0071f37683f48b9c46ef86790347a8268dad48f11a93ff9cafed536d90b1062f,en,experiment_generated_internal,not_manually_reviewed,2,qwen2_5_7b_instruct_q4_k_m
C0329572b26782930ea688905,rankcloak_segmented_full_message,personal_narrative_blog,personal_narrative_blog,personal_narrative_blog_template_1,1,narrative_small_discovery,revision_v1_nonce_96_bit_hex_026,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,full_message,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__c6425a19ff882b433e97,revision_v1_primary_v2_payload_fidelity_v2__c6425a19ff882b433e97,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,2056,5f916ed44479108c1d637e9ac136c72242a6351ecb0ba19186b2a9804453a727,42837a6de5190bae84e3ca3bd79faf99028927fb60512259115e579b7462e14e,en,experiment_generated_internal,not_manually_reviewed,1,llama3_8b_instruct_q4_k_m
C035185b433a2b931c437a016,direct_subword_calgacus,personal_narrative_blog,personal_narrative_blog,personal_narrative_blog_template_3,3,narrative_learning_moment,revision_v1_sha256_hex_016,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__cf201795913e6b813ff9,revision_v1_primary_v2_payload_fidelity_v2__cf201795913e6b813ff9,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,225,30e5f451d5f746010a4f01bee20f4908b1ecb992e461ac409351676620003b15,a3e72cc92bf83875a7c1d9a856a12d97c5e79b23ac0850e31ddb0c28c26a9306,en,experiment_generated_internal,not_manually_reviewed,2,llama3_8b_instruct_q4_k_m
C0365fa51bee685c99dcc1a63,rankcloak_segmented_forced_span,procedural_instructions,recipe_procedure,procedural_instructions_template_3,3,procedure_garden_task,revision_v1_hmac_sha256_hex_026,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,forced_span,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__2f8b5e9396720bcd0999,revision_v1_primary_v2_payload_fidelity_v2__2f8b5e9396720bcd0999,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,1213,964bccf15aad7081cf66c359b0ad098c6c3b67803e2f1e89ee3b42b070500b9a,ca403dbcf1f0926f24f82040a9e1604d4e4deddf6bdb716f4cd7fdf6202b85e3,en,experiment_generated_internal,not_manually_reviewed,1,llama3_8b_instruct_q4_k_m
C04d7de951c5e0b855053e71a,rankcloak_hex_nibble,personal_narrative_blog,personal_narrative_blog,personal_narrative_blog_template_1,1,narrative_small_discovery,revision_v1_nonce_96_bit_hex_008,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__a05746caac24208ea0a9,revision_v1_primary_v2_payload_fidelity_v2__a05746caac24208ea0a9,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,1799,593f1ca2db16babbaed6efbc4f02a3aa9d06038283d171d4bc1bd5b4c36d9c5d,b7c36aad661857e277963ee0dc5f8e782d2e830624f5d37653354d5a0cf2d89e,en,experiment_generated_internal,not_manually_reviewed,2,llama3_8b_instruct_q4_k_m
C0550af20fb7a58139f10a4a7,rankcloak_hex_nibble,casual_conversation,casual_conversation,casual_conversation_template_3,3,casual_neighborhood_chat,revision_v1_hmac_sha256_hex_011,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__29e508ff24e8bf99c9a1,revision_v1_primary_v2_payload_fidelity_v2__29e508ff24e8bf99c9a1,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,1001,ce8ab97b4ed3dd83c477d3925ac0ea290a1268b8e874cbf156e47927e0124075,9e24057408457d55af6e254270c04959dcd6d95158c1019049bd1cd8acbb0fe7,en,experiment_generated_internal,not_manually_reviewed,2,llama3_8b_instruct_q4_k_m
C067836d6f82f030fb7ab92fc,ordinary_llm_control,factual_explanatory_prose,factual_explanatory,factual_explanatory_prose_template_3,3,explain_biological_process,revision_v1_token_128_bit_hex_007,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__24cdc97c0712335f271e,revision_v1_primary_v2_payload_fidelity_v2__3bde8b40706b03edda4a,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2626,23084ed25c0919e82adea6f17b793171b6701fd06572ad9e80538cd4b6f232b1,1fe3263796c47b31f4fc26cf809651cd5fa65b58c91ec5e47ec05f2f57470923,en,experiment_generated_internal,not_manually_reviewed,1,qwen2_5_7b_instruct_q4_k_m
C06d79f920e2d5a14ef5b5225,rankcloak_hex_nibble,personal_narrative_blog,personal_narrative_blog,personal_narrative_blog_template_1,1,narrative_small_discovery,revision_v1_nonce_96_bit_hex_044,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__ad0ffe1bb06c2be0acb2,revision_v1_primary_v2_payload_fidelity_v2__ad0ffe1bb06c2be0acb2,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,2303,054a7fe4aeca0e90b7d1dc7b628930456e15c2fbb5a2ead66d4d7d04e63fe251,9201089f3f972e77871dbf193c1d15209edb0dfd51fdd0aae8e668db7f716c49,en,experiment_generated_internal,not_manually_reviewed,1,llama3_8b_instruct_q4_k_m
C06e1554dec87b92794120323,rankcloak_segmented_forced_span,factual_explanatory_prose,factual_explanatory,factual_explanatory_prose_template_2,2,explain_everyday_system,revision_v1_token_128_bit_hex_044,token_128_bit_hex,llama3_8b_instruct_q4_k_m,forced_span,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__01741af0123938c57413,revision_v1_primary_v2_payload_fidelity_v2__01741af0123938c57413,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,3145,a8c956a122e94a377ae522c4a667f352a0420b9942dcd0135c7d6d9222184810,7fab64d8d2f7fba522f5aa2fbb2ba53eef750d08d1a652506422a4a3fadf0802,en,experiment_generated_internal,not_manually_reviewed,2,llama3_8b_instruct_q4_k_m
C0710f2c44bf190a62a9f960a,rankcloak_ascii_b8,factual_explanatory_prose,factual_explanatory,factual_explanatory_prose_template_1,1,explain_weather_pattern,revision_v1_nonce_96_bit_hex_056,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_ascii_b8,None,revision_v1_primary_v2_payload_fidelity_v2__14a62759ab5398d6544f,revision_v1_primary_v2_payload_fidelity_v2__14a62759ab5398d6544f,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2467,0e2ea90ce1bb05cca1becd8b4b3e8ad514d2d8bf487175ad64de38d77eba13ec,6fe8fbbb91dd2ac7a557f64466f7f36b826ed3dac200b3277b3651b8344a4484,en,experiment_generated_internal,not_manually_reviewed,1,qwen2_5_7b_instruct_q4_k_m
C0716c4854b2a26bcf1b79b75,rankcloak_ascii_b16,procedural_instructions,recipe_procedure,procedural_instructions_template_1,1,procedure_simple_meal,revision_v1_hmac_sha256_hex_043,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_ascii_b16,None,revision_v1_primary_v2_payload_fidelity_v2__50663c9a94c0d4bf8c38,revision_v1_primary_v2_payload_fidelity_v2__50663c9a94c0d4bf8c38,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,1447,fe94e9609ed7fee158b4d22b656ac38e82b4a2e5d8636e54556e75ab8456f372,166dd31b75e64dc66cb5e04965949599b213600acffc0f49fb4c108874c4a454,en,experiment_generated_internal,not_manually_reviewed,1,qwen2_5_7b_instruct_q4_k_m
C072690313e551c5bd8ff2ed1,direct_subword_calgacus,procedural_instructions,recipe_procedure,procedural_instructions_template_3,3,procedure_garden_task,revision_v1_token_128_bit_hex_040,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__d8423d8436dc45519272,revision_v1_primary_v2_payload_fidelity_v2__d8423d8436dc45519272,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,3081,9a126f01c2bc82c3a5b1dcd10aa76467712957cb5aada99ed79ff877eef6fce2,c88597055c70ceb57fbf7d114909f17b8f9750680332356962226890c2b42fcb,en,experiment_generated_internal,not_manually_reviewed,2,mistral_7b_instruct_v0_3_q4_k_m
C0734540a014e38cab4f0317c,rankcloak_hex_nibble,forum_question_answer,forum_question_answer,forum_question_answer_template_3,3,forum_learning_answer,revision_v1_sha256_hex_043,sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__4c8b9b97defab931e424,revision_v1_primary_v2_payload_fidelity_v2__4c8b9b97defab931e424,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,609,fa7c0b8afbb8e8d79d56102c5dec3c23134cc9d6064fa40616b080f90126791e,013bc64ceedae00c9a1fd1d06d70d872c4508b5498e9db9d61788a8a9ba6f20b,en,experiment_generated_internal,not_manually_reviewed,1,qwen2_5_7b_instruct_q4_k_m
C073ac95ed9948f20fa24994c,ordinary_llm_control,casual_conversation,casual_conversation,casual_conversation_template_2,2,casual_hobby_chat,revision_v1_nonce_96_bit_hex_034,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__de2e323d92cc1759ea4d,revision_v1_primary_v2_payload_fidelity_v2__18ad59009cba7f6baa04,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,2164,d7c865c7de1979013bf56a4170d7d7612bd6835b8adbb667461a8a8b48cb84e9,c9f8e35e603910e4004143dde379f06779083524cab3cc62eeae052bbabe16e0,en,experiment_generated_internal,not_manually_reviewed,1,llama3_8b_instruct_q4_k_m
C0750c2238ef759acacd907d8,ordinary_llm_control,casual_conversation,casual_conversation,casual_conversation_template_2,2,casual_hobby_chat,revision_v1_token_128_bit_hex_038,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__8e75e6f3130aa40e5c88,revision_v1_primary_v2_payload_fidelity_v2__9dc157b445058684221b,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,3054,01af8287fabeb0e4302db6bf93602b074a119ce6bd4f636bb0d52bbdc124f568,eace5c60dbccc505a6d43151bd13fb2a4bf0093e5c3151898dd181f0c7a11607,en,experiment_generated_internal,not_manually_reviewed,2,qwen2_5_7b_instruct_q4_k_m
C076da129e5d5815c04a617e2,direct_subword_calgacus,professional_communication,professional_communication,professional_communication_template_2,2,professional_schedule_note,revision_v1_token_128_bit_hex_032,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__f63d6325675b33af8729,revision_v1_primary_v2_payload_fidelity_v2__f63d6325675b33af8729,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,2969,caff28287e16769b91739f3c5a70e8ea0f69f29d542618ae7bab0848b90a0b87,3373f6dbd3f352629ea238586e87071890828e4facfbc4a4a33a826e73626097,en,experiment_generated_internal,not_manually_reviewed,2,mistral_7b_instruct_v0_3_q4_k_m
