trial_id,view,payload_name,model_id,protocol_variant,prompt_id,prompt_category,payload_class,language,analysis_unit,nested_segment_count,text_available,text_sha256,word_count,sentence_count,character_count,flesch_reading_ease_heuristic,flesch_kincaid_grade_heuristic,coleman_liau_index,unique_word_fraction,repeated_bigram_fraction,repeated_trigram_fraction,maximum_identical_word_run,duplicate_sentence_count,unmatched_bracket_count,unmatched_double_quote_count,repeated_punctuation_count,whitespace_surface_flag_count,lowercase_sentence_start_count,long_sentence_count_gt40,missing_terminal_punctuation,artifact_like_fragment_count,surface_flag_total,tfidf_prompt_similarity,human_rating_substitute,readability_scope,source_mean_log_probability,source_effective_payload_rate
revision_v1_smoke_v2__19652de6dd1c65df6c97,forced_span,revision_v1_nonce_96_bit_hex_009,llama3_8b_instruct_q4_k_m,ordinary_llm_control,explain_weather_pattern,factual_explanatory,nonce_96_bit_hex,en,payload_trial_view,1,True,9657c1b869e99a1dedc8e1930ff5a373b09a2c47e2fff310ec348eecaa071cb3,20,1,133,51.17500000000004,11.090000000000003,13.296,0.85,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.06833701201497874,False,english_surface_heuristic,-0.917490522083242,
revision_v1_smoke_v2__1b8baddcbc6cc4b0d7a6,forced_span,revision_v1_sha256_hex_000,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,forum_learning_answer,forum_question_answer,sha256_hex,en,payload_trial_view,1,True,b7c9b5eeb9ab60e3d160661ab523b6d0560ea32914b502417263f2080b81d10c,37,4,205,83.12192567567571,3.9634459459459457,6.427027027027027,0.8378378378378378,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.05478619931220169,False,english_surface_heuristic,-0.3543133145219799,
revision_v1_smoke_v2__1e6abc2bfbebf2a788c9,forced_span,revision_v1_nonce_96_bit_hex_009,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,casual_hobby_chat,casual_conversation,nonce_96_bit_hex,en,payload_trial_view,3,True,024363591e90b6dce822c5a106e826c3586fa7eef15820de7119d9e7bd86a244,18,2,128,42.60000000000002,9.553333333333335,14.88444444444444,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.033343084931068225,False,english_surface_heuristic,-5.788852570168564,
revision_v1_smoke_v2__1e6abc2bfbebf2a788c9,full_message,revision_v1_nonce_96_bit_hex_009,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,casual_hobby_chat,casual_conversation,nonce_96_bit_hex,en,payload_trial_view,3,True,3e776adbf13dd8afbced46cb07e20362cc69eb502a469b1df365e1bcc3804dcb,118,9,734,54.439086629001906,8.923333333333336,11.39220338983051,0.7288135593220338,0.017094017094017144,0.0,1,0,0,0,0,0,0,0,1,0,1,0.16317063243739915,False,english_surface_heuristic,-1.5270794059157564,0.6666666666666666
revision_v1_smoke_v2__2067535280845a8ef6ec,forced_span,revision_v1_nonce_96_bit_hex_010,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,professional_schedule_note,professional_communication,nonce_96_bit_hex,en,payload_trial_view,3,True,af10d9ec5f670ca3f1d5fbe4eac578c93b3b5979fbbcaf1c27c2fd182dda016f,19,1,134,31.70789473684212,13.556842105263158,16.993684210526315,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.024071994394381718,False,english_surface_heuristic,-5.101800560175247,
revision_v1_smoke_v2__2067535280845a8ef6ec,full_message,revision_v1_nonce_96_bit_hex_010,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,professional_schedule_note,professional_communication,nonce_96_bit_hex,en,payload_trial_view,3,True,f7804e2618716293023459762c1e30e9625a558bde7f291b6dc77b0aafcd9245,54,3,360,38.16500000000002,12.407777777777778,13.697777777777777,0.8518518518518519,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.07687907865500186,False,english_surface_heuristic,-2.2805728793048563,1.352112676056338
revision_v1_smoke_v2__278da89291fd2166c876,forced_span,revision_v1_ed25519_signature_base64_015,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,casual_neighborhood_chat,casual_conversation,ed25519_signature_base64,en,payload_trial_view,1,True,4ab8c137cf68c6a528f2605cb07cc278dc9e988f775946e04489b83641d62072,45,3,289,56.25000000000003,9.140000000000004,10.973333333333333,0.9333333333333333,0.0,0.0,1,0,0,1,1,0,0,0,1,0,3,0.026754768720019584,False,english_surface_heuristic,-6.717450865051273,
revision_v1_smoke_v2__278da89291fd2166c876,full_message,revision_v1_ed25519_signature_base64_015,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,casual_neighborhood_chat,casual_conversation,ed25519_signature_base64,en,payload_trial_view,1,True,4ab8c137cf68c6a528f2605cb07cc278dc9e988f775946e04489b83641d62072,45,3,289,56.25000000000003,9.140000000000004,10.973333333333333,0.9333333333333333,0.0,0.0,1,0,0,1,1,0,0,0,1,0,3,0.026754768720019584,False,english_surface_heuristic,-6.717450865051273,
revision_v1_smoke_v2__29d263fe67fb09a1bdef,forced_span,revision_v1_token_128_bit_hex_005,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,narrative_learning_moment,personal_narrative_blog,token_128_bit_hex,en,payload_trial_view,1,True,b99210025ccc759eba10f9e33bf60608134a2b02b78558dab70918f5a60012e6,26,2,129,73.24769230769233,6.272307692307695,4.764615384615382,0.8461538461538461,0.040000000000000036,0.0,1,0,0,0,0,0,0,0,1,0,1,0.014058504636199247,False,english_surface_heuristic,-0.6168029559713832,
revision_v1_smoke_v2__2e0fb51ce545a2a7db98,forced_span,revision_v1_hmac_sha256_hex_015,llama3_8b_instruct_q4_k_m,ordinary_llm_control,narrative_small_discovery,personal_narrative_blog,hmac_sha256_hex,en,payload_trial_view,1,True,fc9b8caafeebed57e84cfb7fe616510d2781393dd7607ce124919a399df44c1a,55,4,285,79.05329545454546,5.648863636363636,5.674181818181822,0.8181818181818182,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.06124271521304713,False,english_surface_heuristic,-0.9140383862292838,
revision_v1_smoke_v2__2e33413830053e4fb85d,full_message,revision_v1_nonce_96_bit_hex_006,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,narrative_learning_moment,personal_narrative_blog,nonce_96_bit_hex,en,payload_trial_view,1,True,a74eef941a1b2ea9d328a41a0ddbb36819f003893cce7f5d7d88cb71bd94d2b0,97,7,584,54.09577319587632,9.156553755522832,10.494020618556696,0.7010309278350515,0.03125,0.0,1,0,0,0,0,0,0,0,1,0,1,0.022833183424225176,False,english_surface_heuristic,-0.4497120519533729,
revision_v1_smoke_v2__2e9cbf6d9fbc20c2a427,full_message,revision_v1_token_128_bit_hex_004,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,procedure_garden_task,recipe_procedure,token_128_bit_hex,en,payload_trial_view,1,True,a43f6f2cbc79ba16427d2f0239d1adccbcf28323d123d049c849fc92f5ab744a,10,1,69,78.24500000000002,4.830000000000002,8.287999999999993,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.0,False,english_surface_heuristic,-1.206602854657672,
revision_v1_smoke_v2__34404a520b71bb6d64c8,forced_span,revision_v1_nonce_96_bit_hex_010,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,professional_schedule_note,professional_communication,nonce_96_bit_hex,en,payload_trial_view,1,True,93b289e6ebfd08a36d7917389d686ccf433a5248f75c9dcda6466240af427749,17,2,119,33.98397058823531,10.630882352941178,13.92235294117647,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.0349190981257452,False,english_surface_heuristic,-0.785962593751501,
revision_v1_smoke_v2__35883741aa3edf5ed22e,full_message,revision_v1_nonce_96_bit_hex_011,llama3_8b_instruct_q4_k_m,ordinary_llm_control,professional_project_update,professional_communication,nonce_96_bit_hex,en,payload_trial_view,1,True,3e1fd300d2762fefab3e7093617943d00a7e07f2cba6d0c58bb5f95a2a2bee02,173,17,1183,40.998367902074136,10.06899693981639,13.478381502890176,0.49710982658959535,0.16860465116279066,0.07017543859649122,1,0,0,0,0,0,1,0,1,0,2,0.2243242439478029,False,english_surface_heuristic,-0.5639544852550418,
revision_v1_smoke_v2__36afcb3d72b8cefec941,forced_span,revision_v1_uuid_v4_014,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,professional_schedule_note,professional_communication,uuid_v4,en,payload_trial_view,1,True,7b84428acaf82fb325f6d69578a06a719929198e81d2c1e41b500667fb00593c,71,7,448,55.93718309859159,7.976981891348089,10.350422535211269,0.7746478873239436,0.014285714285714235,0.0,1,0,0,0,0,1,0,0,1,0,2,0.06008517490272964,False,english_surface_heuristic,-4.262136616009382,
revision_v1_smoke_v2__36afcb3d72b8cefec941,full_message,revision_v1_uuid_v4_014,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,professional_schedule_note,professional_communication,uuid_v4,en,payload_trial_view,1,True,7b84428acaf82fb325f6d69578a06a719929198e81d2c1e41b500667fb00593c,71,7,448,55.93718309859159,7.976981891348089,10.350422535211269,0.7746478873239436,0.014285714285714235,0.0,1,0,0,0,0,1,0,0,1,0,2,0.06008517490272964,False,english_surface_heuristic,-4.262136616009382,3.0
revision_v1_smoke_v2__3932c611ad487e6e713c,full_message,revision_v1_ed25519_signature_base64_016,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,casual_hobby_chat,casual_conversation,ed25519_signature_base64,en,payload_trial_view,1,True,5228f58c02e33d9ee29936257d8a4a98400e49b41ae83444fe7c172288f7315a,53,4,338,46.53341981132078,10.060518867924532,11.920754716981133,0.8490566037735849,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.10665549508081704,False,english_surface_heuristic,-0.8597558019526131,
revision_v1_smoke_v2__396cf65303c46e94ac6a,full_message,revision_v1_uuid_v4_015,llama3_8b_instruct_q4_k_m,ordinary_llm_control,professional_project_update,professional_communication,uuid_v4,en,payload_trial_view,1,True,7beae78c41ab5e69a911d0e782f310622d67a9e1a746be7d8bd1cdd8e498f3ea,79,5,508,52.65369620253165,9.840354430379751,12.545316455696202,0.7468354430379747,0.02564102564102566,0.0,1,0,0,1,0,0,0,0,1,0,2,0.16050383245336652,False,english_surface_heuristic,-0.7492593366422161,
revision_v1_smoke_v2__3c65dc03ff8256325af5,full_message,revision_v1_token_128_bit_hex_005,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,narrative_learning_moment,personal_narrative_blog,token_128_bit_hex,en,payload_trial_view,1,True,e752642309330c8737f89e20c7440497a88f6181843c52362a4e68d1f974c538,98,5,573,51.40834693877554,10.958081632653062,9.989795918367346,0.7551020408163265,0.020618556701030966,0.0,1,0,0,0,0,0,0,0,1,0,1,0.012166304176589156,False,english_surface_heuristic,-0.8041670817268638,
revision_v1_smoke_v2__3cf404988748c6dc3a39,forced_span,revision_v1_sha256_hex_003,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,explain_biological_process,factual_explanatory,sha256_hex,en,payload_trial_view,8,True,438e477a04da09918f77aea86385dc655e7d7ce8c1c7f39f6db0ffd3e6cddeef,48,2,334,18.56250000000003,16.632499999999997,17.021666666666672,0.8958333333333334,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.0663851329005144,False,english_surface_heuristic,-5.302126682665637,
revision_v1_smoke_v2__3cf404988748c6dc3a39,full_message,revision_v1_sha256_hex_003,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,explain_biological_process,factual_explanatory,sha256_hex,en,payload_trial_view,8,True,2b1e1f45f520172a4d3aac6eb8891c3b0d0b197e73112c3832be9a097f209652,175,13,1114,52.0103956043956,9.349142857142859,11.636342857142854,0.6914285714285714,0.05747126436781613,0.034682080924855474,1,0,0,0,0,0,0,0,0,0,0,0.17612702064385655,False,english_surface_heuristic,-1.9143048711869377,0.9552238805970148
revision_v1_smoke_v2__44f44126bfbc2beda943,full_message,revision_v1_token_128_bit_hex_000,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,explain_biological_process,factual_explanatory,token_128_bit_hex,en,payload_trial_view,1,True,a19543cd32accf0ab620adcbcb9a894db37e89b35049e7e238de8c44b416f66a,81,4,538,42.147916666666674,12.411203703703706,12.719012345679008,0.6419753086419753,0.0625,0.025316455696202556,1,0,0,0,0,0,0,0,1,0,1,0.10563396003653126,False,english_surface_heuristic,-0.4502515089493299,
revision_v1_smoke_v2__460f7fe252c00f49edf9,forced_span,revision_v1_ed25519_signature_base64_016,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,casual_hobby_chat,casual_conversation,ed25519_signature_base64,en,payload_trial_view,1,True,26af0493ffda643e80f9cc9c2c595c0fb54ea14c11e0bb2e815c30c473b35d87,30,2,207,11.130000000000024,15.433333333333337,14.762666666666668,0.9666666666666667,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0.0,False,english_surface_heuristic,-6.665950108793214,
revision_v1_smoke_v2__460f7fe252c00f49edf9,full_message,revision_v1_ed25519_signature_base64_016,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,casual_hobby_chat,casual_conversation,ed25519_signature_base64,en,payload_trial_view,1,True,26af0493ffda643e80f9cc9c2c595c0fb54ea14c11e0bb2e815c30c473b35d87,30,2,207,11.130000000000024,15.433333333333337,14.762666666666668,0.9666666666666667,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0.0,False,english_surface_heuristic,-6.665950108793214,
revision_v1_smoke_v2__4a64f2e31e57602ea8d1,forced_span,revision_v1_sha256_hex_003,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,explain_biological_process,factual_explanatory,sha256_hex,en,payload_trial_view,1,True,f0651453bdf964eb2c6529abd9ec307da046b68da878026d75ba5699e4507681,36,2,269,14.66500000000002,15.685555555555556,19.63222222222222,0.9444444444444444,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.0403135147219937,False,english_surface_heuristic,-0.4368656220951402,
revision_v1_smoke_v2__4adab409ab0acd139202,forced_span,revision_v1_uuid_v4_013,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,professional_process_email,professional_communication,uuid_v4,en,payload_trial_view,1,True,0b845fc9879fc103b0f6c1a7ba6f9acd954fdac30a65f09d0daa97c145c5d627,58,2,353,35.91379310344831,15.454482758620689,10.754482758620682,0.8448275862068966,0.01754385964912286,0.0,1,0,0,0,0,0,1,0,1,0,2,0.016908182363158483,False,english_surface_heuristic,-3.8263864490349087,
revision_v1_smoke_v2__4adab409ab0acd139202,full_message,revision_v1_uuid_v4_013,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,professional_process_email,professional_communication,uuid_v4,en,payload_trial_view,1,True,0b845fc9879fc103b0f6c1a7ba6f9acd954fdac30a65f09d0daa97c145c5d627,58,2,353,35.91379310344831,15.454482758620689,10.754482758620682,0.8448275862068966,0.01754385964912286,0.0,1,0,0,0,0,0,1,0,1,0,2,0.016908182363158483,False,english_surface_heuristic,-3.8263864490349087,3.0
revision_v1_smoke_v2__4cf270e5ec467f8944d8,forced_span,revision_v1_token_128_bit_hex_000,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,explain_biological_process,factual_explanatory,token_128_bit_hex,en,payload_trial_view,1,True,4502a99046792ad487647ea999bc7083e0f33d5b00fe19d4ab9cea1777c38101,18,1,130,14.66500000000002,15.685555555555556,18.162222222222216,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.09499503060185524,False,english_surface_heuristic,-0.406840305009474,
revision_v1_smoke_v2__4febd5d5bfaeaee65370,forced_span,revision_v1_sha256_hex_002,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,procedure_home_task,recipe_procedure,sha256_hex,en,payload_trial_view,1,True,b83d41d61853e03c68291ad0c69d1a533f3a8c06a74550931f0bb330d4b6f38c,57,4,330,63.24493421052631,7.978026315789478,9.25333333333333,0.7543859649122807,0.0535714285714286,0.018181818181818188,1,0,0,0,0,0,0,0,1,0,1,0.08517047973832151,False,english_surface_heuristic,-0.9227365072081676,
revision_v1_smoke_v2__5255c624c13021e199da,forced_span,revision_v1_sha256_hex_003,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,procedure_simple_meal,recipe_procedure,sha256_hex,en,payload_trial_view,1,True,ae95ab7aa3071d9a5bc572b8ac33ff954cc056e209e2b41cb52cfe3b8697b582,39,3,243,67.8246153846154,7.028717948717951,9.061538461538458,0.9230769230769231,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.045515740924665454,False,english_surface_heuristic,-4.408034335083491,
revision_v1_smoke_v2__5255c624c13021e199da,full_message,revision_v1_sha256_hex_003,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,procedure_simple_meal,recipe_procedure,sha256_hex,en,payload_trial_view,1,True,ae95ab7aa3071d9a5bc572b8ac33ff954cc056e209e2b41cb52cfe3b8697b582,39,3,243,67.8246153846154,7.028717948717951,9.061538461538458,0.9230769230769231,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.045515740924665454,False,english_surface_heuristic,-4.408034335083491,4.0
revision_v1_smoke_v2__53bef710659f07836f15,full_message,revision_v1_uuid_v4_013,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,professional_process_email,professional_communication,uuid_v4,en,payload_trial_view,1,True,4c273e6c55fa402f6995ae5a20817f2ea2b2e593a1b86d5322d79c1ed496176c,69,4,450,38.51755434782612,12.172282608695653,13.588405797101451,0.7391304347826086,0.014705882352941124,0.0,1,0,0,0,0,0,0,0,1,0,1,0.11052818959360941,False,english_surface_heuristic,-0.6429984891899242,
revision_v1_smoke_v2__5c0a0354254797fd0a3f,forced_span,revision_v1_nonce_96_bit_hex_008,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,explain_everyday_system,factual_explanatory,nonce_96_bit_hex,en,payload_trial_view,2,True,5412deb59f71e2a2c8cd4b7d4b41b931bf2959f47af7a24c6dbb1341bf00d56d,20,3,122,64.70833333333334,5.890000000000004,8.277999999999995,0.95,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.04968356968220567,False,english_surface_heuristic,-5.309223323071311,
revision_v1_smoke_v2__5c0a0354254797fd0a3f,full_message,revision_v1_nonce_96_bit_hex_008,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,explain_everyday_system,factual_explanatory,nonce_96_bit_hex,en,payload_trial_view,2,True,a4c546072015016940938f5cbf454b2e9747a3d98e90b60320e5b315ed2bc0e4,103,8,597,60.70668082524273,7.990473300970873,8.96038834951456,0.6893203883495146,0.02941176470588236,0.0,1,0,0,0,0,0,0,0,0,0,0,0.15814747893952427,False,english_surface_heuristic,-1.6100655470178593,0.8135593220338984
revision_v1_smoke_v2__5ca341e4dda431a47c63,forced_span,revision_v1_sha256_hex_003,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,narrative_local_walk,personal_narrative_blog,sha256_hex,en,payload_trial_view,1,True,74504a1265bad0407c8700c66eacaddf0437d64e50bda0118b7aa6f82ba96ebb,56,3,310,65.52047619047622,8.757857142857144,8.02428571428571,0.7857142857142857,0.018181818181818188,0.0,1,0,0,0,0,0,0,0,1,0,1,0.08005687237578962,False,english_surface_heuristic,-1.2135927911345692,
revision_v1_smoke_v2__5dc6121b8ffc78656d90,forced_span,revision_v1_nonce_96_bit_hex_006,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,narrative_learning_moment,personal_narrative_blog,nonce_96_bit_hex,en,payload_trial_view,3,True,55a76d6f4862afac06a0cb90084f90b02b486ff47867cd7c889bf46ed3c77312,20,1,118,25.795000000000044,14.630000000000003,11.237999999999996,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,2,0.038171872958813885,False,english_surface_heuristic,-5.069214422561667,
revision_v1_smoke_v2__5dc6121b8ffc78656d90,full_message,revision_v1_nonce_96_bit_hex_006,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,narrative_learning_moment,personal_narrative_blog,nonce_96_bit_hex,en,payload_trial_view,3,True,0462bffb5a4e27fce461eddfa1433ed6a535659d99d82fda0654d45fc183821b,100,6,592,50.328333333333376,10.379999999999999,10.1188,0.77,0.030303030303030276,0.020408163265306145,1,0,0,0,0,0,0,0,0,0,0,0.1254122240884772,False,english_surface_heuristic,-1.3328235200944587,0.6857142857142856
revision_v1_smoke_v2__6192105bc247f45e6dfd,forced_span,revision_v1_hmac_sha256_hex_015,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,explain_everyday_system,factual_explanatory,hmac_sha256_hex,en,payload_trial_view,1,True,8268c3c26a77ea09b889ce349806a2d7ccc0fdab35da3443e2de4428c04d1bba,49,3,309,46.954625850340165,10.76775510204082,12.267755102040816,0.7755102040816326,0.04166666666666663,0.0,1,0,0,0,0,0,0,0,0,0,0,0.10220837362665829,False,english_surface_heuristic,-0.715372312574895,
revision_v1_smoke_v2__6553129685f095c3cb0d,forced_span,revision_v1_aes256_gcm_base64_007,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,forum_learning_answer,forum_question_answer,aes256_gcm_base64,en,payload_trial_view,1,True,b2ec33db45e1f7d0bb988567940d4fb380478593f24f1d0f5f9633f5c2d37245,98,5,546,62.630795918367355,9.392775510204086,8.669795918367342,0.7755102040816326,0.010309278350515427,0.0,2,0,0,0,0,0,0,0,1,0,1,0.04285388210073305,False,english_surface_heuristic,-4.502629656289923,
