pair_number,left_position,right_position,left_row_id,right_row_id,left_payload_group_id,right_payload_group_id,same_payload_group,left_label,right_label,left_text_sha256,right_text_sha256,left_normalized_text_sha256,right_normalized_text_sha256,normalized_text_exact,cosine_similarity,left_prompt_template_id,right_prompt_template_id,left_model_id,right_model_id,left_codec_id,right_codec_id
11,873,4741,detector_pair__ed8ea75b5a9cfb139b4c1dbc__ordinary_control,detector_pair__f62c2a148006bbabd4f01f8a__ordinary_control,revision_v1_sha256_hex_054,revision_v1_chacha20_poly1305_base64_030,False,0,0,e65956c11afb2b9a09f1fa3e551b3c702b044476aa283e56547d2b1808a70999,b583ecef8f618a2b80a7262d4ee5e9f44b4c56e8b1450605bda315c383cdaec8,b1e492a09d09bc5e88837a9238e503db6bee19f3c7643aad32b581d1bc8eebd7,7f7335b21423085d1e9a85ce6f8788877dcccde5f953c2ed5efcfa8e1da829b1,False,0.9523544311523438,casual_weekend_chat,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,direct_subword_calgacus
12,968,972,detector_pair__dea0f4b95c081228b09392e6__rankcloak,detector_pair__35bbc228fa6f6fd00e34c16c__rankcloak,revision_v1_hmac_sha256_hex_000,revision_v1_hmac_sha256_hex_000,True,1,1,73b7557586096d003bede015a124a96c8aae697ca6548a6efd95c9f8d2c819fb,706d8eafa9021651d0e19c092dbf86d3fc73899e989709e1eaf822788c46c527,2dd29b721d5d993a571a5e920d366f6ce60064804543b7890037c18598134e05,7b7d2eff40866f585e5aae79abd727a7b5b29d79dd4ec53b09985eb7636f3b19,False,0.9880767464637756,professional_schedule_note,professional_schedule_note,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,segmented_hex_multi_topic
13,1576,1580,detector_pair__42e8e2dccc503dd587fb6111__rankcloak,detector_pair__e86482cfa7f56711cb68ed06__rankcloak,revision_v1_hmac_sha256_hex_038,revision_v1_hmac_sha256_hex_038,True,1,1,b27749d6b0bf00031ef4a92ab6edcf34d1ab6d624fddd6ffeebfcd02ef774673,9f16b4f708680f5351d38dc4c6d205ee4f7cae7effb0ec1a43b12a3123b695bd,4167d81a9cabfb38e56a00b278aaabedd7745faf3b287f2690a0b90e4989ec84,a392ccddb69b14a47b988fb2b4626c2793e51707e3e296272760bc0e1842fc26,False,0.9685727953910828,procedure_home_task,procedure_home_task,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,segmented_hex_multi_topic
14,1995,1999,detector_pair__d22200bf773d70187f5b7a8b__ordinary_control,detector_pair__837086f83f27a68ac1fa1bc0__ordinary_control,revision_v1_nonce_96_bit_hex_004,revision_v1_nonce_96_bit_hex_004,True,0,0,03de8e1606ead39cd87f33fab4cb3ecafb461e706be4411eb98a98e62d672e40,228cded3993cbe2188cabda80d028c5bd3764925a6db94c33c2964eb2be04c71,395140164ac7329a4cfd88d78d6a0d99f4f4812ec87a2ccc7ed925b763b2b487,dcacc366b3f4fe31c5c56def4970786d0bd15cef4b382c7fb5df358421e62410,False,0.9737430214881897,casual_neighborhood_chat,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,segmented_hex_multi_topic
15,2833,3599,detector_pair__cf60ade4ada0f167a7789989__ordinary_control,detector_pair__73d5cdf69eee9fbc6323ad6b__ordinary_control,revision_v1_nonce_96_bit_hex_057,revision_v1_token_128_bit_hex_044,False,0,0,f41b438cde5a6bff2bb8140bc1b3771c052556d02f2cf4d6a63d0ba6368acc1f,6b828b074cdd8e304330ee1253247ffdaacff827f9a33f3b26a6e38f2cca9cdf,362b71c67cdc0b0e842fc3ab99b370d594ab5a0ae57ff78e307149b5c667eb2d,14fb8dd9ca0650a444c337a90cab9a46b02b12fbade3bdd13f50c432f329f56e,False,1.0,explain_biological_process,explain_everyday_system,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,segmented_hex_multi_topic
16,2833,5093,detector_pair__cf60ade4ada0f167a7789989__ordinary_control,detector_pair__3cbe3ce25acbd2b468b67be1__ordinary_control,revision_v1_nonce_96_bit_hex_057,revision_v1_ed25519_signature_base64_028,False,0,0,f41b438cde5a6bff2bb8140bc1b3771c052556d02f2cf4d6a63d0ba6368acc1f,fc8fb73126a92b2b1dbbdedfc0de69e1c71ea90c94d384b4a59a35b1c984f689,362b71c67cdc0b0e842fc3ab99b370d594ab5a0ae57ff78e307149b5c667eb2d,1b54d39685500b02005fd0787af13dfa8bf68b1c5196ce84a6dd39f0fd5faef8,False,1.0,explain_biological_process,explain_biological_process,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,nonseg_ascii_b16
17,2833,3608,detector_pair__cf60ade4ada0f167a7789989__ordinary_control,detector_pair__4dd411be27136f30f789a52d__rankcloak,revision_v1_nonce_96_bit_hex_057,revision_v1_token_128_bit_hex_045,False,0,1,f41b438cde5a6bff2bb8140bc1b3771c052556d02f2cf4d6a63d0ba6368acc1f,d617fb5d4d04fa6b4c391642e61bd2e91f3075e61a99c097639f2964d87a739e,362b71c67cdc0b0e842fc3ab99b370d594ab5a0ae57ff78e307149b5c667eb2d,40dbc5ed0f14b377c474a60bce39c0dad57a693f91d22fc0825c1c6bf693cecb,False,0.9934457540512085,explain_biological_process,casual_hobby_chat,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,segmented_hex_single_topic
18,2833,3419,detector_pair__cf60ade4ada0f167a7789989__ordinary_control,detector_pair__aa24cf8a1d6cdcbedd6bb63c__ordinary_control,revision_v1_nonce_96_bit_hex_057,revision_v1_token_128_bit_hex_033,False,0,0,f41b438cde5a6bff2bb8140bc1b3771c052556d02f2cf4d6a63d0ba6368acc1f,41bdf1d80e671fd4fc9ced095b86cc4f81b48d2015ffe7a551017de0c8c12feb,362b71c67cdc0b0e842fc3ab99b370d594ab5a0ae57ff78e307149b5c667eb2d,7fde23384bdaa9eec95a94c93e5f121851656da5846991abf70cc17d7c72218d,False,0.9604536294937134,explain_biological_process,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,segmented_hex_single_topic
19,3112,3116,detector_pair__5a3b2ede1dae88f0292bcceb__rankcloak,detector_pair__edc99e28084d606968a0c72c__rankcloak,revision_v1_token_128_bit_hex_014,revision_v1_token_128_bit_hex_014,True,1,1,ba479970a36e73de3b32c79249ab48b676fa96fbe7aecb4514b217e4dfac3b5e,0a794cb797fcdf9843eeae3957f9b31165e2e604b1c8b3fd76e26bc9c863924d,7750e6569576927759f8fdd3ef86f19c2e07aff5bb056884211ee9642352b50a,4a3e4a4728220ece690535974b7c48119c87895ae11ccd5fe24585de8af257dd,False,0.971845269203186,explain_biological_process,explain_biological_process,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,segmented_hex_multi_topic
20,3419,3599,detector_pair__aa24cf8a1d6cdcbedd6bb63c__ordinary_control,detector_pair__73d5cdf69eee9fbc6323ad6b__ordinary_control,revision_v1_token_128_bit_hex_033,revision_v1_token_128_bit_hex_044,False,0,0,41bdf1d80e671fd4fc9ced095b86cc4f81b48d2015ffe7a551017de0c8c12feb,6b828b074cdd8e304330ee1253247ffdaacff827f9a33f3b26a6e38f2cca9cdf,7fde23384bdaa9eec95a94c93e5f121851656da5846991abf70cc17d7c72218d,14fb8dd9ca0650a444c337a90cab9a46b02b12fbade3bdd13f50c432f329f56e,False,0.9604536294937134,casual_neighborhood_chat,explain_everyday_system,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,segmented_hex_multi_topic
21,3419,5093,detector_pair__aa24cf8a1d6cdcbedd6bb63c__ordinary_control,detector_pair__3cbe3ce25acbd2b468b67be1__ordinary_control,revision_v1_token_128_bit_hex_033,revision_v1_ed25519_signature_base64_028,False,0,0,41bdf1d80e671fd4fc9ced095b86cc4f81b48d2015ffe7a551017de0c8c12feb,fc8fb73126a92b2b1dbbdedfc0de69e1c71ea90c94d384b4a59a35b1c984f689,7fde23384bdaa9eec95a94c93e5f121851656da5846991abf70cc17d7c72218d,1b54d39685500b02005fd0787af13dfa8bf68b1c5196ce84a6dd39f0fd5faef8,False,0.9604536294937134,casual_neighborhood_chat,explain_biological_process,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,nonseg_ascii_b16
22,3419,3608,detector_pair__aa24cf8a1d6cdcbedd6bb63c__ordinary_control,detector_pair__4dd411be27136f30f789a52d__rankcloak,revision_v1_token_128_bit_hex_033,revision_v1_token_128_bit_hex_045,False,0,1,41bdf1d80e671fd4fc9ced095b86cc4f81b48d2015ffe7a551017de0c8c12feb,d617fb5d4d04fa6b4c391642e61bd2e91f3075e61a99c097639f2964d87a739e,7fde23384bdaa9eec95a94c93e5f121851656da5846991abf70cc17d7c72218d,40dbc5ed0f14b377c474a60bce39c0dad57a693f91d22fc0825c1c6bf693cecb,False,0.9543535113334656,casual_neighborhood_chat,casual_hobby_chat,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,segmented_hex_single_topic
23,3540,9128,detector_pair__800a21dc937d744396880e4f__rankcloak,detector_pair__e9bf8528b1101eadf9f625b6__rankcloak,revision_v1_token_128_bit_hex_041,revision_v1_uuid_v4_001,False,1,1,5470003c684018ac7a5ccf5ef491a25a8a2b830cc19dc73e1403c36d5c86b6b7,f821ef37d276e51049ddc6186e49807c68309fc62010215cfa2bb730468ff1e0,a8ea8467bb5247fa13250b6ca552d9f49978b671bae4530aeaffee2d7a98cfcb,678a2e27fa38c2ac7218c823b6ff5eb9d9b58bb9a31ae62777fa2fa35d7e04fb,False,0.9644447565078735,forum_practical_answer,professional_project_update,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,nonseg_ascii_b8
24,3540,8194,detector_pair__800a21dc937d744396880e4f__rankcloak,detector_pair__43597f1760f7bd164229c0f4__rankcloak,revision_v1_token_128_bit_hex_041,revision_v1_token_128_bit_hex_002,False,1,1,5470003c684018ac7a5ccf5ef491a25a8a2b830cc19dc73e1403c36d5c86b6b7,21b03e14a8c153263051b5702ef1bef4acbe2f7f9874088e601d844abd709554,a8ea8467bb5247fa13250b6ca552d9f49978b671bae4530aeaffee2d7a98cfcb,df186725a6507a5ee1b8443e3bd22b1074becdf862a0ac2f5502107716a7ae17,False,0.9628387689590454,forum_practical_answer,professional_process_email,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,nonseg_ascii_b8
25,3540,9090,detector_pair__800a21dc937d744396880e4f__rankcloak,detector_pair__f9705ae5da3f880ffff05375__rankcloak,revision_v1_token_128_bit_hex_041,revision_v1_token_128_bit_hex_058,False,1,1,5470003c684018ac7a5ccf5ef491a25a8a2b830cc19dc73e1403c36d5c86b6b7,c362ff5ccb3f21e0a9a3c71946f06d8ad20f0cca2429265fa85ad9acf14104a2,a8ea8467bb5247fa13250b6ca552d9f49978b671bae4530aeaffee2d7a98cfcb,9b902b5e83a668bd2abd952bb22e3ef4f524807ff191d1de7d6bd0694df26777,False,0.9564753770828247,forum_practical_answer,procedure_garden_task,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,nonseg_ascii_b8
26,3592,3596,detector_pair__55c56c9263865236f6f66a38__rankcloak,detector_pair__c9c3f8b6e8d736fa7e44c4b6__rankcloak,revision_v1_token_128_bit_hex_044,revision_v1_token_128_bit_hex_044,True,1,1,7e4cf587b68ca12b80745e90f2f7898da0edb2156dbba2e84e99a277ceabfe57,ec486d9da457734b527a4c4123e926200551a027520310930fb9c203e18b9aed,f96f7eefe0614a334cd68542c64274e1658658fb23a547a010c42c0056e9d5f6,740e85479a78bedbae5a96201e0ff89119bc4b93272b23ddc1bf61f2686263b3,False,0.9795955419540405,explain_everyday_system,explain_everyday_system,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,segmented_hex_multi_topic
27,3599,5093,detector_pair__73d5cdf69eee9fbc6323ad6b__ordinary_control,detector_pair__3cbe3ce25acbd2b468b67be1__ordinary_control,revision_v1_token_128_bit_hex_044,revision_v1_ed25519_signature_base64_028,False,0,0,6b828b074cdd8e304330ee1253247ffdaacff827f9a33f3b26a6e38f2cca9cdf,fc8fb73126a92b2b1dbbdedfc0de69e1c71ea90c94d384b4a59a35b1c984f689,14fb8dd9ca0650a444c337a90cab9a46b02b12fbade3bdd13f50c432f329f56e,1b54d39685500b02005fd0787af13dfa8bf68b1c5196ce84a6dd39f0fd5faef8,False,1.0,explain_everyday_system,explain_biological_process,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,nonseg_ascii_b16
28,3599,3608,detector_pair__73d5cdf69eee9fbc6323ad6b__ordinary_control,detector_pair__4dd411be27136f30f789a52d__rankcloak,revision_v1_token_128_bit_hex_044,revision_v1_token_128_bit_hex_045,False,0,1,6b828b074cdd8e304330ee1253247ffdaacff827f9a33f3b26a6e38f2cca9cdf,d617fb5d4d04fa6b4c391642e61bd2e91f3075e61a99c097639f2964d87a739e,14fb8dd9ca0650a444c337a90cab9a46b02b12fbade3bdd13f50c432f329f56e,40dbc5ed0f14b377c474a60bce39c0dad57a693f91d22fc0825c1c6bf693cecb,False,0.9934457540512085,explain_everyday_system,casual_hobby_chat,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,segmented_hex_single_topic
29,3608,5093,detector_pair__4dd411be27136f30f789a52d__rankcloak,detector_pair__3cbe3ce25acbd2b468b67be1__ordinary_control,revision_v1_token_128_bit_hex_045,revision_v1_ed25519_signature_base64_028,False,1,0,d617fb5d4d04fa6b4c391642e61bd2e91f3075e61a99c097639f2964d87a739e,fc8fb73126a92b2b1dbbdedfc0de69e1c71ea90c94d384b4a59a35b1c984f689,40dbc5ed0f14b377c474a60bce39c0dad57a693f91d22fc0825c1c6bf693cecb,1b54d39685500b02005fd0787af13dfa8bf68b1c5196ce84a6dd39f0fd5faef8,False,0.9934457540512085,casual_hobby_chat,explain_biological_process,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,nonseg_ascii_b16
30,4569,4741,detector_pair__43b6d23f1dfbc632200775e3__ordinary_control,detector_pair__f62c2a148006bbabd4f01f8a__ordinary_control,revision_v1_chacha20_poly1305_base64_001,revision_v1_chacha20_poly1305_base64_030,False,0,0,190ff4710612f6d41f974a92dfcc2e7b75e3bbc66b8bbf225acf09abd1484c7f,b583ecef8f618a2b80a7262d4ee5e9f44b4c56e8b1450605bda315c383cdaec8,210a98a3b5078489c21cc20c27bba443384f9a54076ce88cdd6fe83512a84524,7f7335b21423085d1e9a85ce6f8788877dcccde5f953c2ed5efcfa8e1da829b1,False,0.9885241389274597,professional_project_update,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,direct_subword_calgacus
31,5964,8172,detector_pair__a9f71380d26eb8d2f49a16e2__rankcloak,detector_pair__19c220c733b33ed332dc5baa__rankcloak,revision_v1_sha256_hex_042,revision_v1_token_128_bit_hex_000,False,1,1,4a01398aa1f72c40441534fb9167145d84c8c6718236a9dee62900ca9b3c9725,c4201a5ead48983a66dc85a2b54f71d2c76adac5331d5b9f95b7e2676eee44b7,7e79c2f5a560ab681fd761ce2ea3c146ff0e25d71e663be3850ef4bd062cdf7e,777049f9b27ae00b565fc5d52927414cb6763206e1e9728778803355919e550b,False,0.9907234907150269,forum_practical_answer,explain_biological_process,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,segmented_hex_multi_topic
32,5964,7628,detector_pair__a9f71380d26eb8d2f49a16e2__rankcloak,detector_pair__f9db83cc35ecfed7c6e10180__rankcloak,revision_v1_sha256_hex_042,revision_v1_nonce_96_bit_hex_026,False,1,1,4a01398aa1f72c40441534fb9167145d84c8c6718236a9dee62900ca9b3c9725,934ddf53e6a0887697a7f1e4562c35f81705af47b9ca5837926243caf4f523f2,7e79c2f5a560ab681fd761ce2ea3c146ff0e25d71e663be3850ef4bd062cdf7e,b0498fa71ebbd7150cfa3490d8cdc12c3caddec9380f4b71a3a96c106236fd93,False,0.990208625793457,forum_practical_answer,casual_neighborhood_chat,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,segmented_hex_multi_topic
33,5964,7624,detector_pair__a9f71380d26eb8d2f49a16e2__rankcloak,detector_pair__36b4cf7c4eed5a9557721563__rankcloak,revision_v1_sha256_hex_042,revision_v1_nonce_96_bit_hex_026,False,1,1,4a01398aa1f72c40441534fb9167145d84c8c6718236a9dee62900ca9b3c9725,ba1151fff1a25a4925ecee98b835b884f9f60bae85ca55db72ed284f9f7ad7e6,7e79c2f5a560ab681fd761ce2ea3c146ff0e25d71e663be3850ef4bd062cdf7e,f8015d2a46b6274169b508bbdaf5ea86ba85cc1646cf5ab7f6c60b2977406078,False,0.9897354245185852,forum_practical_answer,casual_neighborhood_chat,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,segmented_hex_single_topic
34,5964,6776,detector_pair__a9f71380d26eb8d2f49a16e2__rankcloak,detector_pair__e43e89ac1fba6db8a90419da__rankcloak,revision_v1_sha256_hex_042,revision_v1_hmac_sha256_hex_033,False,1,1,4a01398aa1f72c40441534fb9167145d84c8c6718236a9dee62900ca9b3c9725,105d1db1969bf105df83e053e90637231c8ca322d1f3d0daeee9b64ecad8e0d0,7e79c2f5a560ab681fd761ce2ea3c146ff0e25d71e663be3850ef4bd062cdf7e,4f280690022138a9aba57a787892283e722d059529997f06d6e4564a085086c3,False,0.9827518463134766,forum_practical_answer,casual_neighborhood_chat,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,segmented_hex_single_topic
35,6776,7624,detector_pair__e43e89ac1fba6db8a90419da__rankcloak,detector_pair__36b4cf7c4eed5a9557721563__rankcloak,revision_v1_hmac_sha256_hex_033,revision_v1_nonce_96_bit_hex_026,False,1,1,105d1db1969bf105df83e053e90637231c8ca322d1f3d0daeee9b64ecad8e0d0,ba1151fff1a25a4925ecee98b835b884f9f60bae85ca55db72ed284f9f7ad7e6,4f280690022138a9aba57a787892283e722d059529997f06d6e4564a085086c3,f8015d2a46b6274169b508bbdaf5ea86ba85cc1646cf5ab7f6c60b2977406078,False,0.9930927753448486,casual_neighborhood_chat,casual_neighborhood_chat,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,segmented_hex_single_topic
36,6776,7628,detector_pair__e43e89ac1fba6db8a90419da__rankcloak,detector_pair__f9db83cc35ecfed7c6e10180__rankcloak,revision_v1_hmac_sha256_hex_033,revision_v1_nonce_96_bit_hex_026,False,1,1,105d1db1969bf105df83e053e90637231c8ca322d1f3d0daeee9b64ecad8e0d0,934ddf53e6a0887697a7f1e4562c35f81705af47b9ca5837926243caf4f523f2,4f280690022138a9aba57a787892283e722d059529997f06d6e4564a085086c3,b0498fa71ebbd7150cfa3490d8cdc12c3caddec9380f4b71a3a96c106236fd93,False,0.9917457103729248,casual_neighborhood_chat,casual_neighborhood_chat,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,segmented_hex_multi_topic
