row_id,pair_id,payload_group_id,label,partition,model_id,codec_id,payload_class,prompt_template_id,representation_name,generation_study,evaluation_id,study_source,gate_level,quantization,plan_id,pairing_unit_id,normalized_text_sha256,dedup_cluster_id
quantization_generated__quantization_trial__017aa414509174c168e37ad1,detector_pair__b372ac76a7e64223b219543e,revision_v1_chacha20_poly1305_base64_031,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,forum_practical_answer,ascii_b16,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__017aa414509174c168e37ad1,quantization_pair__37bfe2326bdd3f6d62ddf643,d6f01da53402b5593ec39d5745702cf831b294dd8b7f27498da8d2928fdc8d78,locked-dedup-cluster-ff49451d067828caa2ddfd75
quantization_generated__quantization_trial__01a094a083383877c3227208,detector_pair__b45d0507ae99c61fda8ee064,revision_v1_ed25519_signature_base64_036,1,validation,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,forum_learning_answer,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__01a094a083383877c3227208,quantization_pair__c8c2346b6d8ea8606fb14820,5eba1d18ec607ebe77c959088fc63e65cd594980a46fa96d6fbac88dcb264520,locked-dedup-cluster-1ee4b534cd708fac58a4e520
quantization_generated__quantization_trial__01a3645a01fa7adaeb863b1a,detector_pair__39d4b162fc32842b35c77a69,revision_v1_nonce_96_bit_hex_058,0,test,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,nonce_96_bit_hex,professional_project_update,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q8_0,quantization_trial__01a3645a01fa7adaeb863b1a,quantization_pair__7c4249e30101a7ca802ee707,ed6b93033069a3f60e579d49109acd26e10a95178a0834172a97688e140db530,locked-dedup-cluster-a1f09603de61d42b17c60f90
quantization_generated__quantization_trial__01c831c12f41573911452d3d,detector_pair__8d0b6a28cd3152bbbe5c3edb,revision_v1_ed25519_signature_base64_012,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ed25519_signature_base64,forum_purchase_advice,ascii_b16,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__01c831c12f41573911452d3d,quantization_pair__c14ba70f6992b603a7c31a10,c1cc6e6895404717a4bb3afa4bd9917dc047c4398a46e951315f05fa331b4ede,locked-dedup-cluster-cd7f3d2a7ec328b33fab8da7
quantization_generated__quantization_trial__01dc6451d1429f7491ffe42d,detector_pair__4cc87db4617bab4ea2f722ff,revision_v1_chacha20_poly1305_base64_008,1,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,procedure_garden_task,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__01dc6451d1429f7491ffe42d,quantization_pair__f6664cb02b7780c746327522,b2cb4395a74547152f91ad4683ddb6b744610b78e398048fc82b9a466dbe7af1,locked-dedup-cluster-a573a5d868303e7f802ba83e
quantization_generated__quantization_trial__01e9185fb05dd2b72826dc95,detector_pair__ef001a58a0b16674e4de7fe7,revision_v1_uuid_v4_039,0,validation,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,forum_learning_answer,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__01e9185fb05dd2b72826dc95,quantization_pair__9330897e0b214423bb96da98,35c5361c5728c098ae9d2ae885b17cba6a685517a6597387a9c033fc8245d70e,locked-dedup-cluster-1b00f31aa1e45ecbdc304bed
quantization_generated__quantization_trial__022ea5761e9bc5065b1586d6,detector_pair__1d5daf0ae2a730e4ca234f10,revision_v1_ed25519_signature_base64_009,1,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,explain_weather_pattern,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__022ea5761e9bc5065b1586d6,quantization_pair__e4e24ada32a8efc645bee6ac,826b5a5b499fdee9a5acd86294f2ef9666d9ccd1ac9ef540eefbf594158fa7ff,locked-dedup-cluster-3335ecdbe689059d042192cb
quantization_generated__quantization_trial__02747c3c8583575e5a65e7ee,detector_pair__19fd6a5fbf474f536309e240,revision_v1_hmac_sha256_hex_017,1,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,professional_schedule_note,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__02747c3c8583575e5a65e7ee,quantization_pair__6fb0659180df60af4744eda5,0c94676d427f8cfd1bb982cbc3113e97941cc6240575294e0ae88cc2e902d119,locked-dedup-cluster-55a3420c3cf18c5d482392ab
quantization_generated__quantization_trial__028c60b75d46df013cd270e7,detector_pair__9e550576db114580d8608678,revision_v1_nonce_96_bit_hex_032,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,explain_biological_process,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__028c60b75d46df013cd270e7,quantization_pair__4740f8957a9cfe2f5ef98452,2d2e586dd14618040d2ede57e6b45b7583e07a2315c12f9f0e0905e5efa713d7,locked-dedup-cluster-530f7a325b417a884b1be200
quantization_generated__quantization_trial__02a1fbc86f759bf45de3a039,detector_pair__1956cb96fcca268d792b7889,revision_v1_hmac_sha256_hex_039,1,validation,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,explain_biological_process,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__02a1fbc86f759bf45de3a039,quantization_pair__e080c7f68d3e926758a6ef05,febf8c644f2cd01702707913faf4c0d6a88f457aa5d02a741cbcea1458218012,locked-dedup-cluster-db4aabf02590b0cf6f175c04
quantization_generated__quantization_trial__02b095cf16e2a85270a34e21,detector_pair__70cdbb121366abe30589a589,revision_v1_chacha20_poly1305_base64_032,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,procedure_simple_meal,ascii_b16,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__02b095cf16e2a85270a34e21,quantization_pair__1d95240d296c3bbf119f89ab,38f4e4af43649f404c0cba70579afb76ff8e49ed42099e1576f0a610ee77f2b6,locked-dedup-cluster-dab9c4d7024256297969359d
quantization_generated__quantization_trial__02b61f60dc51ca11c53555cb,detector_pair__f32f7cc64785a4b62e3dbd1b,revision_v1_token_128_bit_hex_006,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,narrative_learning_moment,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__02b61f60dc51ca11c53555cb,quantization_pair__a5104ab49082bb09f28b59d7,0ab0912603aaa6e2e9cfe919fe321e6b7d238cfd97757e1ac29bf3416eb99a00,locked-dedup-cluster-725b5797405341915f74ba63
quantization_generated__quantization_trial__02d1f7f290d6aa9e217e956a,detector_pair__9648d9886f9d880ad21c66c6,revision_v1_uuid_v4_011,1,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,narrative_small_discovery,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__02d1f7f290d6aa9e217e956a,quantization_pair__0b23d8bd90d263c28aa9cf8b,984425e7cbf368c5517787974072afd8540af1a3d222bdf0bfe451ec3a107f89,locked-dedup-cluster-9f10381b863e019fc6de8b74
quantization_generated__quantization_trial__0329e580646f83ec5d0789dd,detector_pair__8fc17e215306690a2bff1ee5,revision_v1_nonce_96_bit_hex_053,0,test,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,nonce_96_bit_hex,forum_learning_answer,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q8_0,quantization_trial__0329e580646f83ec5d0789dd,quantization_pair__24b9165f4cc0925c38078221,59549e8071be83448010d8c81dc308ccb6d00b0ded3110616d456d397965992c,locked-dedup-cluster-8cd2e77d4fa5e7d635c78e1d
quantization_generated__quantization_trial__0338a73ca3de3b0d6a98f6d2,detector_pair__7d247a7c70794b503999a459,revision_v1_sha256_hex_015,1,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,sha256_hex,narrative_small_discovery,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__0338a73ca3de3b0d6a98f6d2,quantization_pair__ffc330825cc05990b50cf82a,e99de0e95ee9d243c2126714d0e6cc3ab50280d1e6e47232d2307ba56fbee439,locked-dedup-cluster-aef031f1d0cdd16e0df55cf6
quantization_generated__quantization_trial__03876491bd3a5ee84419820a,detector_pair__750a2db66284ea75661eecc2,revision_v1_hmac_sha256_hex_016,1,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,casual_hobby_chat,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__03876491bd3a5ee84419820a,quantization_pair__21a25109871203503a5857d5,ae3f8ff0f9b7cf01ec19b91121e799f46138e25a89a4d7f454e0dd6173d5d3d9,locked-dedup-cluster-3d7049c126c3e6af15cc5c6b
quantization_generated__quantization_trial__038c897fd819a4f273ec561a,detector_pair__8fdcb111e75158018783c679,revision_v1_chacha20_poly1305_base64_041,1,validation,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,casual_hobby_chat,ascii_b16,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__038c897fd819a4f273ec561a,quantization_pair__a0f5c82e96b1bb6012ed243f,5fe28d6c47612488f2add54688db074aaba04dc936bfffe668244b578e67505f,locked-dedup-cluster-804389a06ddc24189a12fcd5
quantization_generated__quantization_trial__03d22e452b8a4feb0d0046d1,detector_pair__97f8f831b0b40dbefc3b4457,revision_v1_hmac_sha256_hex_023,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,hmac_sha256_hex,professional_process_email,ascii_b16,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__03d22e452b8a4feb0d0046d1,quantization_pair__0cfd5c508da86bc17c29dae0,694587bbf08a692775eb16ec4180d8c8bbe10a950448f545089e5203002e0d30,locked-dedup-cluster-c791365cbb6a3ed856420c65
quantization_generated__quantization_trial__040700f6178b08c3174d0f22,detector_pair__98385d6843f742f2ffc7dcbc,revision_v1_token_128_bit_hex_007,1,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,explain_biological_process,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__040700f6178b08c3174d0f22,quantization_pair__877dd498ea742f457f348526,350d777c6dae7e13a0cbe5d91dedc17743c5821808c505f085c235b5899ad7f1,locked-dedup-cluster-40e5120d4f60e4ede685f18a
quantization_generated__quantization_trial__041447cdd2729469d261349a,detector_pair__2028149ee6df2a916db9c24b,revision_v1_nonce_96_bit_hex_032,1,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,explain_biological_process,ascii_b16,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__041447cdd2729469d261349a,quantization_pair__fbbe6dd001485765ed71871a,cf77867f6518cec22ee58baa820d270dc08f8387cdf18e621f017e8830fb4ee7,locked-dedup-cluster-530f7a325b417a884b1be200
quantization_generated__quantization_trial__0416100acc392d4bba8733ee,detector_pair__494183d494bc017c9b2cc890,revision_v1_nonce_96_bit_hex_019,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,narrative_small_discovery,ascii_b16,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__0416100acc392d4bba8733ee,quantization_pair__6828c7f68f7bc808b66b3788,ef13df660233a4558d02191e29685662f990cc2118174acd2ab70c8756361de4,locked-dedup-cluster-c1cb88b823ef088522c17656
quantization_generated__quantization_trial__042f0e16f6379fe6de7b9b3c,detector_pair__1448202b3610aa7d567bc635,revision_v1_sha256_hex_027,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,sha256_hex,narrative_learning_moment,ascii_b16,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__042f0e16f6379fe6de7b9b3c,quantization_pair__cc7e0461bdf1336c025228c8,86c2db7f50667dc3ad1d8bd9749092a9d9c2547441622bfd93bc65ba812e36bf,locked-dedup-cluster-f8befc62c1f1888d4803da4c
quantization_generated__quantization_trial__0457b0be0803c5abba41b63a,detector_pair__fd2b76a22dba2a20fc8b339c,revision_v1_uuid_v4_013,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,casual_hobby_chat,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__0457b0be0803c5abba41b63a,quantization_pair__8c2fccbf5b584a8e152cab43,de1abf764d91bdb06197b214d64ac92ecb2a5a8bcf2eff3a355e40f8cf5dd88c,locked-dedup-cluster-2fcac7a638272d463a4d7e6e
quantization_generated__quantization_trial__0458aaf6b577797552868568,detector_pair__0a0991bb382412041601d771,revision_v1_aes256_gcm_base64_059,0,test,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,aes256_gcm_base64,explain_weather_pattern,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q8_0,quantization_trial__0458aaf6b577797552868568,quantization_pair__4f1047eda990809c13d9da4e,4514d92bf195c81cff1227e351efe635e79c9c41a65bd9a4d1c1eeb96b7b874f,locked-dedup-cluster-eb3d72308b2b51a2950fef61
quantization_generated__quantization_trial__04985d6c5a32114a1909c52a,detector_pair__f53982ddd1c73f8c5572cfdf,revision_v1_chacha20_poly1305_base64_046,1,validation,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,explain_biological_process,ascii_b16,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__04985d6c5a32114a1909c52a,quantization_pair__28db03a3d1a96764a29b4751,6f884f171c5f4bfa16625aa3f8063f66f45f6823622f74281f9da10f2b708702,locked-dedup-cluster-e1f89602cec0d549198e89c6
quantization_generated__quantization_trial__04a8c48179b8cd61baa5f28e,detector_pair__7f881b3031a930a0d62028bc,revision_v1_token_128_bit_hex_015,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,professional_project_update,ascii_b16,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__04a8c48179b8cd61baa5f28e,quantization_pair__ca8aed33d1945f27e9869859,5fbf0b603848f1556db59f33554969b983894e8f9345a6d5153f6d80084dacee,locked-dedup-cluster-1a88735e2967b1b509e24d6b
quantization_generated__quantization_trial__04aa98c4b94227594bd44d18,detector_pair__de4b198b379e50f2bf470c69,revision_v1_hmac_sha256_hex_044,1,validation,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,hmac_sha256_hex,narrative_small_discovery,ascii_b16,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__04aa98c4b94227594bd44d18,quantization_pair__8f2cef8cbe82ff46d057abff,18a2a4966b1eb9c3430444c0267293371e8eaba8c45b4298771c6f04ea4e5fcc,locked-dedup-cluster-82fec35853ec8d44cf04cce4
quantization_generated__quantization_trial__04bbdec3efebbe1dd0fdabed,detector_pair__4578cb3945842d90c4277673,revision_v1_token_128_bit_hex_009,1,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,professional_process_email,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__04bbdec3efebbe1dd0fdabed,quantization_pair__0da6dd9b2aacc011cab27f8e,88fe83558e3f0b08130de2d28d09af0972678d89d549fc6fc46bc993058dadc9,locked-dedup-cluster-b160d50a48c5e58f6dd7c118
quantization_generated__quantization_trial__04ce330e235b9d3a76e38c48,detector_pair__321b93d791444acbdc89c8a0,revision_v1_token_128_bit_hex_007,1,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,explain_biological_process,ascii_b16,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__04ce330e235b9d3a76e38c48,quantization_pair__7b66d5c628d854f453ba4d12,d1fa17edc5593c89de02cc698431a8cbf1d3c5ef9e0ce28858f26372337ed014,locked-dedup-cluster-40e5120d4f60e4ede685f18a
quantization_generated__quantization_trial__04deee9a0ee3b9cbc32ce5b8,detector_pair__fed369d99c83cf13199f9f31,revision_v1_uuid_v4_033,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,forum_purchase_advice,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__04deee9a0ee3b9cbc32ce5b8,quantization_pair__e13c0b7ea7b8d0671f75e7c1,9ced78e68a94145077d7d108ed8123b20c1f763560cbf35b2b766d1525717c1b,locked-dedup-cluster-9218fa6b0d126bc131caef49
quantization_generated__quantization_trial__04fd7a2d83198c5770d5d30e,detector_pair__7691cafcc82dd1eaa53dc25b,revision_v1_aes256_gcm_base64_042,0,validation,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,casual_hobby_chat,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__04fd7a2d83198c5770d5d30e,quantization_pair__d611ad649b1ec99dc1f6d7cd,79606aa9c18a1daefa77d691b85aad2965353f89b11c97fbbc0a6f71f70c83b8,locked-dedup-cluster-72a697706958756a5d98abe5
quantization_generated__quantization_trial__0510b28501e8b532ed7e8dcd,detector_pair__39ad8e93674e96cc9b701a62,revision_v1_aes256_gcm_base64_013,1,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,professional_process_email,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__0510b28501e8b532ed7e8dcd,quantization_pair__5fd6acf5aa11ff39bdc80a60,e2ba351f1f1f093445b8547999fabb8a14420f802ce2c33cff26f4b6081cf69b,locked-dedup-cluster-ccfc9cb1c63b29bbf3d0d17b
quantization_generated__quantization_trial__0528c3cadcb268cad7b4c016,detector_pair__53171ac0b91e27f5036701f8,revision_v1_chacha20_poly1305_base64_046,1,validation,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,explain_biological_process,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__0528c3cadcb268cad7b4c016,quantization_pair__8a77aaa89a909ce39ceed763,1f0c5e87a2361da070f4a5a7f0e66b93c999b40e4e2e97e9500145ac23b5502f,locked-dedup-cluster-e1f89602cec0d549198e89c6
quantization_generated__quantization_trial__05449f1b0f48c4585fee895a,detector_pair__1ebc1a304047284312441d90,revision_v1_nonce_96_bit_hex_020,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,explain_weather_pattern,ascii_b16,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__05449f1b0f48c4585fee895a,quantization_pair__616ca5a1d2664f41a6677d6b,625750d1d4e8da0a68aca841afe49f1aef0d643e97a1c4d4ee5e4fd310ea12df,locked-dedup-cluster-287551f74a65c233cba7b589
quantization_generated__quantization_trial__055e920edbf8238bbd0ce43c,detector_pair__ab06b51f86631153c60d9d8a,revision_v1_aes256_gcm_base64_049,1,test,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,aes256_gcm_base64,professional_process_email,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q8_0,quantization_trial__055e920edbf8238bbd0ce43c,quantization_pair__9ea711a9469bf01fb3048568,0e59fb966802a36fcf5b4b4e46307d1a79ca07ad1f954ea33b0767407d1760dc,locked-dedup-cluster-f71f239b6ba6105b60b970fe
quantization_generated__quantization_trial__05a199c7f0abdff47dc2bf61,detector_pair__fa51506e0ca49355c83eaca5,revision_v1_uuid_v4_050,0,test,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,uuid_v4,professional_schedule_note,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q8_0,quantization_trial__05a199c7f0abdff47dc2bf61,quantization_pair__210f274edba4c9a62a22c120,dcbdb0dce7bc8d47527f64aa268f978329fa2b1165a403d76b03af891e2ac082,locked-dedup-cluster-9c6f50a86da738803ef00fd9
quantization_generated__quantization_trial__05ab2aef761c85032b030c96,detector_pair__3246ef03f054395a4317ce3a,revision_v1_chacha20_poly1305_base64_021,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,narrative_local_walk,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__05ab2aef761c85032b030c96,quantization_pair__08d08d154ab112c468782c9c,48f150058d6cdd27ee3e9c1a24783165283806704d7db1512f7a63e4f8118ef1,locked-dedup-cluster-78148862add6c3b623760083
quantization_generated__quantization_trial__05bf227240d2048fa6a171ce,detector_pair__fcd0da9b07bf89d502899ca5,revision_v1_aes256_gcm_base64_044,1,validation,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,forum_purchase_advice,ascii_b8,quantization,q4_to_q8,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__05bf227240d2048fa6a171ce,quantization_pair__c38bbe2ac2c0078db06b6dab,b06fd1038f35813450d785dcb04af278c671ba0e9af1c38cca1cccbf3d588118,locked-dedup-cluster-2447f2f757732f18a1468db2
