row_id,pair_id,payload_group_id,label,partition,model_id,codec_id,payload_class,prompt_template_id,representation_name,generation_study,evaluation_id,study_source,gate_level,quantization,plan_id,pairing_unit_id,normalized_text_sha256,dedup_cluster_id
quantization_generated__quantization_trial__00bd9d996a2ca5bdf9fa2a65,detector_pair__22b6f287deb45facbdb99e3f,revision_v1_sha256_hex_052,1,test,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,sha256_hex,explain_weather_pattern,ascii_b16,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__00bd9d996a2ca5bdf9fa2a65,quantization_pair__90d64dc1f5dc76031338ee45,bbc55b59d20228b60214847478613577af790cfbbf5a7b6c509265e21b3fc714,locked-dedup-cluster-80d681973cacd2decbba4986
quantization_generated__quantization_trial__00da313af5bc30e27d675b49,detector_pair__c2135ed8a0eddbc0608ffbc8,revision_v1_ed25519_signature_base64_048,1,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ed25519_signature_base64,forum_purchase_advice,ascii_b16,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__00da313af5bc30e27d675b49,quantization_pair__f2516198b6ba5b271b971c1e,4d5ae924453cddb23e18a688ffec7315eaeae2f1bf9286138f94a3209fbcec1e,locked-dedup-cluster-0383747dd5a5f8a5f4e4e52b
quantization_generated__quantization_trial__00fd802e4bb160e40b4992a0,detector_pair__e01c1f109e91eb86c498659e,revision_v1_hmac_sha256_hex_034,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,hmac_sha256_hex,casual_hobby_chat,ascii_b16,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__00fd802e4bb160e40b4992a0,quantization_pair__88d80a8c347e2f551c336ddc,68775f2f39f556f5728da31892962f88291ec1b161ec7dcd751cbb7fbd0a74c3,locked-dedup-cluster-e448157f9945d3e1cba1600b
quantization_generated__quantization_trial__010d6d869d30bf71945a15eb,detector_pair__438bcaaf0933f1bdd8e22308,revision_v1_token_128_bit_hex_047,0,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,token_128_bit_hex,procedure_garden_task,ascii_b16,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__010d6d869d30bf71945a15eb,quantization_pair__abb9ba25de77bd48483aa57e,3f19990cd9c13f2a1c4880eb66749e81aa55d73bbf25a42b3be74a1c7480a6e7,locked-dedup-cluster-403c836b92dc86a3f953e63f
quantization_generated__quantization_trial__0157a54333e6f667cbaa073b,detector_pair__965afeed5f2ed191bfc7b841,revision_v1_sha256_hex_026,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,sha256_hex,procedure_garden_task,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__0157a54333e6f667cbaa073b,quantization_pair__b20e1eba1d42d70859fe3091,ccd1af16bc4f9e97f2b3a2bfb714a9a888eb2572e79d3d0d9de8f4f0890bddb6,locked-dedup-cluster-58ca8ceb2539f670c4e1a986
quantization_generated__quantization_trial__017aa414509174c168e37ad1,detector_pair__b372ac76a7e64223b219543e,revision_v1_chacha20_poly1305_base64_031,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,forum_practical_answer,ascii_b16,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__017aa414509174c168e37ad1,quantization_pair__37bfe2326bdd3f6d62ddf643,d6f01da53402b5593ec39d5745702cf831b294dd8b7f27498da8d2928fdc8d78,locked-dedup-cluster-ff49451d067828caa2ddfd75
quantization_generated__quantization_trial__0182daf05295feb4a86d59e9,detector_pair__bc6e060c11ae410233a924c4,revision_v1_ed25519_signature_base64_001,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,ed25519_signature_base64,procedure_garden_task,ascii_b16,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__0182daf05295feb4a86d59e9,quantization_pair__b402d69c94bcd44db859603a,2d3651a88767b3db73973e7f85da391e83e50f25782821eba3c57307735c5147,locked-dedup-cluster-5b9dd88bf5e7e73a8e168e80
quantization_generated__quantization_trial__01949f71b1b762d88eb29e4e,detector_pair__a27248dc26ca1edf145930d0,revision_v1_uuid_v4_056,1,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,professional_process_email,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__01949f71b1b762d88eb29e4e,quantization_pair__70064a9d4a67fa1169af50db,4074b5b40a19cf94a251eda3d7deeddc5a6323e62846675950b402dc9d205446,locked-dedup-cluster-f9ad8da8cff8f544eb822985
quantization_generated__quantization_trial__01a094a083383877c3227208,detector_pair__b45d0507ae99c61fda8ee064,revision_v1_ed25519_signature_base64_036,1,validation,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,forum_learning_answer,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__01a094a083383877c3227208,quantization_pair__c8c2346b6d8ea8606fb14820,5eba1d18ec607ebe77c959088fc63e65cd594980a46fa96d6fbac88dcb264520,locked-dedup-cluster-1ee4b534cd708fac58a4e520
quantization_generated__quantization_trial__01a3645a01fa7adaeb863b1a,detector_pair__39d4b162fc32842b35c77a69,revision_v1_nonce_96_bit_hex_058,0,test,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,nonce_96_bit_hex,professional_project_update,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__01a3645a01fa7adaeb863b1a,quantization_pair__7c4249e30101a7ca802ee707,ed6b93033069a3f60e579d49109acd26e10a95178a0834172a97688e140db530,locked-dedup-cluster-a1f09603de61d42b17c60f90
quantization_generated__quantization_trial__01a64a5d1e06b0119f2133c7,detector_pair__3f56575b6729bf0769e0b2fc,revision_v1_nonce_96_bit_hex_040,0,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,nonce_96_bit_hex,professional_project_update,ascii_b16,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__01a64a5d1e06b0119f2133c7,quantization_pair__c7c2aed76945d33880c04423,ec1acdf552d0fee8b56649ca0bd3e116c07e438014dbfd4ee4d869858cfe484a,locked-dedup-cluster-2f91866a4152689c8a27b0ea
quantization_generated__quantization_trial__01bdb6d50b541c8c0624fa76,detector_pair__998171c6489c1658e4494ab7,revision_v1_chacha20_poly1305_base64_014,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,chacha20_poly1305_base64,procedure_simple_meal,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__01bdb6d50b541c8c0624fa76,quantization_pair__213491fd50ef7bb3adf69451,3ecdd6c38619be221cff7caf0618861b5a60ee52f3295ed534849a2d0057eae4,locked-dedup-cluster-e5adbb815271b2d2e574163c
quantization_generated__quantization_trial__01c831c12f41573911452d3d,detector_pair__8d0b6a28cd3152bbbe5c3edb,revision_v1_ed25519_signature_base64_012,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ed25519_signature_base64,forum_purchase_advice,ascii_b16,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__01c831c12f41573911452d3d,quantization_pair__c14ba70f6992b603a7c31a10,c1cc6e6895404717a4bb3afa4bd9917dc047c4398a46e951315f05fa331b4ede,locked-dedup-cluster-cd7f3d2a7ec328b33fab8da7
quantization_generated__quantization_trial__01dc6451d1429f7491ffe42d,detector_pair__4cc87db4617bab4ea2f722ff,revision_v1_chacha20_poly1305_base64_008,1,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,procedure_garden_task,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__01dc6451d1429f7491ffe42d,quantization_pair__f6664cb02b7780c746327522,b2cb4395a74547152f91ad4683ddb6b744610b78e398048fc82b9a466dbe7af1,locked-dedup-cluster-a573a5d868303e7f802ba83e
quantization_generated__quantization_trial__01e9185fb05dd2b72826dc95,detector_pair__ef001a58a0b16674e4de7fe7,revision_v1_uuid_v4_039,0,validation,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,forum_learning_answer,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__01e9185fb05dd2b72826dc95,quantization_pair__9330897e0b214423bb96da98,35c5361c5728c098ae9d2ae885b17cba6a685517a6597387a9c033fc8245d70e,locked-dedup-cluster-1b00f31aa1e45ecbdc304bed
quantization_generated__quantization_trial__022ea5761e9bc5065b1586d6,detector_pair__1d5daf0ae2a730e4ca234f10,revision_v1_ed25519_signature_base64_009,1,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,explain_weather_pattern,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__022ea5761e9bc5065b1586d6,quantization_pair__e4e24ada32a8efc645bee6ac,826b5a5b499fdee9a5acd86294f2ef9666d9ccd1ac9ef540eefbf594158fa7ff,locked-dedup-cluster-3335ecdbe689059d042192cb
quantization_generated__quantization_trial__0231eb080172a7f0d090e27e,detector_pair__0907f6bdd2ca1f398e7fb243,revision_v1_aes256_gcm_base64_015,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,aes256_gcm_base64,procedure_garden_task,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__0231eb080172a7f0d090e27e,quantization_pair__b61ce13170e4b85ec38e41e9,479e90317b6194fdf1facff2a20971ff739b1f3fba56df1de99f3792d50900d9,locked-dedup-cluster-b9b02d80ad375626bf263b39
quantization_generated__quantization_trial__02492e943e8ba51d42d83475,detector_pair__52497674fd4deac99a351602,revision_v1_uuid_v4_009,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,uuid_v4,forum_practical_answer,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__02492e943e8ba51d42d83475,quantization_pair__321cfe0b661fc1abf8035d4e,7c1a6ada6997efd041c1a53e6588394efa2fcef047844bd16f24fa07214995b0,locked-dedup-cluster-8fab3afe7244436f9bd1fad6
quantization_generated__quantization_trial__02562e06d5df1d8d6e170170,detector_pair__12e70f95d02dac23489ade23,revision_v1_sha256_hex_034,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,sha256_hex,explain_weather_pattern,ascii_b16,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__02562e06d5df1d8d6e170170,quantization_pair__e13a46656f99704e4435acf9,ca7edef907ba338e25216be13a0b6ce38e9ff53eebbff54a55ae59076c1a77e9,locked-dedup-cluster-a1abcb49aa12280f617295a6
quantization_generated__quantization_trial__02747c3c8583575e5a65e7ee,detector_pair__19fd6a5fbf474f536309e240,revision_v1_hmac_sha256_hex_017,1,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,professional_schedule_note,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__02747c3c8583575e5a65e7ee,quantization_pair__6fb0659180df60af4744eda5,0c94676d427f8cfd1bb982cbc3113e97941cc6240575294e0ae88cc2e902d119,locked-dedup-cluster-55a3420c3cf18c5d482392ab
quantization_generated__quantization_trial__028c60b75d46df013cd270e7,detector_pair__9e550576db114580d8608678,revision_v1_nonce_96_bit_hex_032,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,explain_biological_process,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__028c60b75d46df013cd270e7,quantization_pair__4740f8957a9cfe2f5ef98452,2d2e586dd14618040d2ede57e6b45b7583e07a2315c12f9f0e0905e5efa713d7,locked-dedup-cluster-530f7a325b417a884b1be200
quantization_generated__quantization_trial__0295c7fb4593614a7fcf21b8,detector_pair__5356865cb4105a53ddf8a1ee,revision_v1_nonce_96_bit_hex_027,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,nonce_96_bit_hex,casual_hobby_chat,ascii_b16,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__0295c7fb4593614a7fcf21b8,quantization_pair__0166ee1870f36e77f72fa4a4,9bedd834d6240780f53e6cbcfa0b4fea7551e851954c28cdd45bd92d724a649b,locked-dedup-cluster-4df1f95590c9f69533ae0634
quantization_generated__quantization_trial__02a1fbc86f759bf45de3a039,detector_pair__1956cb96fcca268d792b7889,revision_v1_hmac_sha256_hex_039,1,validation,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,explain_biological_process,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__02a1fbc86f759bf45de3a039,quantization_pair__e080c7f68d3e926758a6ef05,febf8c644f2cd01702707913faf4c0d6a88f457aa5d02a741cbcea1458218012,locked-dedup-cluster-db4aabf02590b0cf6f175c04
quantization_generated__quantization_trial__02b095cf16e2a85270a34e21,detector_pair__70cdbb121366abe30589a589,revision_v1_chacha20_poly1305_base64_032,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,procedure_simple_meal,ascii_b16,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__02b095cf16e2a85270a34e21,quantization_pair__1d95240d296c3bbf119f89ab,38f4e4af43649f404c0cba70579afb76ff8e49ed42099e1576f0a610ee77f2b6,locked-dedup-cluster-dab9c4d7024256297969359d
quantization_generated__quantization_trial__02b61f60dc51ca11c53555cb,detector_pair__f32f7cc64785a4b62e3dbd1b,revision_v1_token_128_bit_hex_006,0,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,narrative_learning_moment,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__02b61f60dc51ca11c53555cb,quantization_pair__a5104ab49082bb09f28b59d7,0ab0912603aaa6e2e9cfe919fe321e6b7d238cfd97757e1ac29bf3416eb99a00,locked-dedup-cluster-725b5797405341915f74ba63
quantization_generated__quantization_trial__02c9be4f87a974769ca94a4f,detector_pair__04813f5c16a3ce609c8daf4b,revision_v1_ed25519_signature_base64_059,0,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,professional_process_email,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__02c9be4f87a974769ca94a4f,quantization_pair__ad43d5b09ce4a180fb796532,b94a86e364d385a90252389a681e3e36e14a921b2243a4bf9cf7cb75d8f5886d,locked-dedup-cluster-ff3c000e9d1174a8de74bd6f
quantization_generated__quantization_trial__02d1f7f290d6aa9e217e956a,detector_pair__9648d9886f9d880ad21c66c6,revision_v1_uuid_v4_011,1,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,narrative_small_discovery,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__02d1f7f290d6aa9e217e956a,quantization_pair__0b23d8bd90d263c28aa9cf8b,984425e7cbf368c5517787974072afd8540af1a3d222bdf0bfe451ec3a107f89,locked-dedup-cluster-9f10381b863e019fc6de8b74
quantization_generated__quantization_trial__02dd1a36e9493a76c3c11c1d,detector_pair__54dcbbc0994e954a8e99eae1,revision_v1_token_128_bit_hex_022,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,token_128_bit_hex,forum_purchase_advice,ascii_b16,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__02dd1a36e9493a76c3c11c1d,quantization_pair__2a6dff6cf85bd9825887bd34,5861b69970143454575c8dc0d4da271093e297356af58f3b46ebe6000527550c,locked-dedup-cluster-b588499ee699b84cf02c0a82
quantization_generated__quantization_trial__02e2d79a8b5fe3b42355992e,detector_pair__d7c8bc2ccbb29f52c522d3eb,revision_v1_uuid_v4_019,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,uuid_v4,casual_neighborhood_chat,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__02e2d79a8b5fe3b42355992e,quantization_pair__b7a5b520161ca6c20611da12,2bc96af961bc46e52a4a7d333289d960b4d382cc747fdf28fe17455efbc99886,locked-dedup-cluster-1618adfec5a51e2d2c4f669d
quantization_generated__quantization_trial__0300c1097e7a474c0567cbc5,detector_pair__fd2b76a22dba2a20fc8b339c,revision_v1_uuid_v4_013,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,uuid_v4,casual_hobby_chat,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__0300c1097e7a474c0567cbc5,quantization_pair__8c2fccbf5b584a8e152cab43,d2cd0452e9cd27ef5931fa68bd9b2bba033c124684e51ec80f45475834a44f0c,locked-dedup-cluster-2fcac7a638272d463a4d7e6e
quantization_generated__quantization_trial__031ac1e14d0089d0ba96e689,detector_pair__7d7620c84f303c03399591d2,revision_v1_aes256_gcm_base64_008,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,aes256_gcm_base64,forum_purchase_advice,ascii_b16,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__031ac1e14d0089d0ba96e689,quantization_pair__fe3cdcd75868d3ea3365f86b,9dc5c10cf70e5a69653377b151437841a97b5daadc23fb3cc7367e00feb13431,locked-dedup-cluster-b1f76c2a4fa103b4ef6ab9c0
quantization_generated__quantization_trial__0329e580646f83ec5d0789dd,detector_pair__8fc17e215306690a2bff1ee5,revision_v1_nonce_96_bit_hex_053,0,test,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,nonce_96_bit_hex,forum_learning_answer,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__0329e580646f83ec5d0789dd,quantization_pair__24b9165f4cc0925c38078221,59549e8071be83448010d8c81dc308ccb6d00b0ded3110616d456d397965992c,locked-dedup-cluster-8cd2e77d4fa5e7d635c78e1d
quantization_generated__quantization_trial__0338a73ca3de3b0d6a98f6d2,detector_pair__7d247a7c70794b503999a459,revision_v1_sha256_hex_015,1,train,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,sha256_hex,narrative_small_discovery,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__0338a73ca3de3b0d6a98f6d2,quantization_pair__ffc330825cc05990b50cf82a,e99de0e95ee9d243c2126714d0e6cc3ab50280d1e6e47232d2307ba56fbee439,locked-dedup-cluster-aef031f1d0cdd16e0df55cf6
quantization_generated__quantization_trial__034667fb5e218286cf5c4c07,detector_pair__75857c7a70cdec55f5154ef3,revision_v1_sha256_hex_006,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,sha256_hex,professional_process_email,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__034667fb5e218286cf5c4c07,quantization_pair__58acde4c4ab0efa8bbb9693c,0f6a9579804cf9882d24c7fa16c5fee8d485012fa635ed9ff3febe6a9ac4a0ad,locked-dedup-cluster-691d7161aa6fe32d6406cdeb
quantization_generated__quantization_trial__0352d16b3818a1edb76893c8,detector_pair__2ba558e7e0f183c5fc2d5214,revision_v1_hmac_sha256_hex_037,1,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,hmac_sha256_hex,procedure_garden_task,ascii_b8,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q8_0,quantization_trial__0352d16b3818a1edb76893c8,quantization_pair__49b4dd07e658e97315416062,15f82afccd3e284ed4234a941cbc2c33059e3ae0f3e0ae111981a97171bbf432,locked-dedup-cluster-edcd1c430a452932fe4672fd
quantization_generated__quantization_trial__036dbdb9f59c8b45b8556978,detector_pair__fdaf58ddc5e03e479c33ca0e,revision_v1_token_128_bit_hex_056,1,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,casual_hobby_chat,ascii_b16,quantization,pooled_quantizations,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__036dbdb9f59c8b45b8556978,quantization_pair__ddb36d1b766b4843c06c1b58,d523323c648dfc2c970c0dd00c74929f9f20ef38737ce217fe104cfaee3a9afa,locked-dedup-cluster-21724430ac9765521f1234e5
